===== Elasticsearch Rally Benchmark: r6id.xlarge =====
Timestamp: 2026-01-21T06:04:16+00:00
ES Host: es-server-r6id-xlarge

=== ES Cluster Info ===
{
  "name" : "benchmark-node",
  "cluster_name" : "rally-benchmark",
  "cluster_uuid" : "qPWuqenDSeGL0lrDcfw6aw",
  "version" : {
    "number" : "8.11.0",
    "build_flavor" : "default",
    "build_type" : "docker",
    "build_hash" : "d9ec3fa628c7b0ba3d25692e277ba26814820b20",
    "build_date" : "2023-11-04T10:04:57.184859352Z",
    "build_snapshot" : false,
    "lucene_version" : "9.8.0",
    "minimum_wire_compatibility_version" : "7.17.0",
    "minimum_index_compatibility_version" : "7.0.0"
  },
  "tagline" : "You Know, for Search"
}

=== ES Cluster Health ===
{
  "cluster_name" : "rally-benchmark",
  "status" : "yellow",
  "timed_out" : false,
  "number_of_nodes" : 1,
  "number_of_data_nodes" : 1,
  "active_primary_shards" : 1,
  "active_shards" : 1,
  "relocating_shards" : 0,
  "initializing_shards" : 0,
  "unassigned_shards" : 1,
  "delayed_unassigned_shards" : 0,
  "number_of_pending_tasks" : 0,
  "number_of_in_flight_fetch" : 0,
  "task_max_waiting_in_queue_millis" : 0,
  "active_shards_percent_as_number" : 50.0
}

=== Running Rally Benchmark ===
Track: geonames


    ____        ____
   / __ \____ _/ / /_  __
  / /_/ / __ `/ / / / / /
 / _, _/ /_/ / / / /_/ /
/_/ |_|\__,_/_/_/\__, /
                /____/

[INFO] Race id is [b2b35988-cb51-4eb1-a643-ef9db1e38a7e]

---------------------------------
[INFO] SUCCESS (took 422 seconds)
---------------------------------

=== Rally Results ===
Duration: 423.295208229s

|                                                         Metric |         Task |           Value |   Unit |
|---------------------------------------------------------------:|-------------:|----------------:|-------:|
|                     Cumulative indexing time of primary shards |              |    51.8579      |    min |
|             Min cumulative indexing time across primary shards |              |    51.8579      |    min |
|          Median cumulative indexing time across primary shards |              |    51.8579      |    min |
|             Max cumulative indexing time across primary shards |              |    51.8579      |    min |
|            Cumulative indexing throttle time of primary shards |              |     0           |    min |
|    Min cumulative indexing throttle time across primary shards |              |     0           |    min |
| Median cumulative indexing throttle time across primary shards |              |     0           |    min |
|    Max cumulative indexing throttle time across primary shards |              |     0           |    min |
|                        Cumulative merge time of primary shards |              |    22.1003      |    min |
|                       Cumulative merge count of primary shards |              |    37           |        |
|                Min cumulative merge time across primary shards |              |    22.1003      |    min |
|             Median cumulative merge time across primary shards |              |    22.1003      |    min |
|                Max cumulative merge time across primary shards |              |    22.1003      |    min |
|               Cumulative merge throttle time of primary shards |              |     4.38875     |    min |
|       Min cumulative merge throttle time across primary shards |              |     4.38875     |    min |
|    Median cumulative merge throttle time across primary shards |              |     4.38875     |    min |
|       Max cumulative merge throttle time across primary shards |              |     4.38875     |    min |
|                      Cumulative refresh time of primary shards |              |     3.1364      |    min |
|                     Cumulative refresh count of primary shards |              |    57           |        |
|              Min cumulative refresh time across primary shards |              |     3.1364      |    min |
|           Median cumulative refresh time across primary shards |              |     3.1364      |    min |
|              Max cumulative refresh time across primary shards |              |     3.1364      |    min |
|                        Cumulative flush time of primary shards |              |     8.87385     |    min |
|                       Cumulative flush count of primary shards |              |    37           |        |
|                Min cumulative flush time across primary shards |              |     8.87385     |    min |
|             Median cumulative flush time across primary shards |              |     8.87385     |    min |
|                Max cumulative flush time across primary shards |              |     8.87385     |    min |
|                                        Total Young Gen GC time |              |     3.138       |      s |
|                                       Total Young Gen GC count |              |   176           |        |
|                                          Total Old Gen GC time |              |     0           |      s |
|                                         Total Old Gen GC count |              |     0           |        |
|                                                   Dataset size |              |    10.0262      |     GB |
|                                                     Store size |              |    10.0262      |     GB |
|                                                  Translog size |              |     5.12227e-08 |     GB |
|                                         Heap used for segments |              |     0           |     MB |
|                                       Heap used for doc values |              |     0           |     MB |
|                                            Heap used for terms |              |     0           |     MB |
|                                            Heap used for norms |              |     0           |     MB |
|                                           Heap used for points |              |     0           |     MB |
|                                    Heap used for stored fields |              |     0           |     MB |
|                                                  Segment count |              |    33           |        |
|                                    Total Ingest Pipeline count |              |     0           |        |
|                                     Total Ingest Pipeline time |              |     0           |      s |
|                                   Total Ingest Pipeline failed |              |     0           |        |
|                                                 Min Throughput | index-append | 47007.5         | docs/s |
|                                                Mean Throughput | index-append | 49774.1         | docs/s |
|                                              Median Throughput | index-append | 49382.4         | docs/s |
|                                                 Max Throughput | index-append | 54360.9         | docs/s |
|                                        50th percentile latency | index-append |   724.195       |     ms |
|                                        90th percentile latency | index-append |  1050.76        |     ms |
|                                        99th percentile latency | index-append |  4716.29        |     ms |
|                                      99.9th percentile latency | index-append |  9940.03        |     ms |
|                                       100th percentile latency | index-append | 10491.3         |     ms |
|                                   50th percentile service time | index-append |   724.195       |     ms |
|                                   90th percentile service time | index-append |  1050.76        |     ms |
|                                   99th percentile service time | index-append |  4716.29        |     ms |
|                                 99.9th percentile service time | index-append |  9940.03        |     ms |
|                                  100th percentile service time | index-append | 10491.3         |     ms |
|                                                     error rate | index-append |     0           |      % |
|                                                 Min Throughput |  index-stats |    90           |  ops/s |
|                                                Mean Throughput |  index-stats |    90.01        |  ops/s |
|                                              Median Throughput |  index-stats |    90.01        |  ops/s |
|                                                 Max Throughput |  index-stats |    90.02        |  ops/s |
|                                        50th percentile latency |  index-stats |     2.52407     |     ms |
|                                        90th percentile latency |  index-stats |     3.33312     |     ms |
|                                        99th percentile latency |  index-stats |     3.62582     |     ms |
|                                      99.9th percentile latency |  index-stats |     4.37163     |     ms |
|                                       100th percentile latency |  index-stats |     4.75136     |     ms |
|                                   50th percentile service time |  index-stats |     1.33086     |     ms |
|                                   90th percentile service time |  index-stats |     1.50887     |     ms |
|                                   99th percentile service time |  index-stats |     1.72352     |     ms |
|                                 99.9th percentile service time |  index-stats |     2.63587     |     ms |
|                                  100th percentile service time |  index-stats |     3.81136     |     ms |
|                                                     error rate |  index-stats |     0           |      % |
|                                                 Min Throughput |   node-stats |   414.64        |  ops/s |
|                                                Mean Throughput |   node-stats |   416.8         |  ops/s |
|                                              Median Throughput |   node-stats |   416.8         |  ops/s |
|                                                 Max Throughput |   node-stats |   418.95        |  ops/s |
|                                        50th percentile latency |   node-stats |     1.77075     |     ms |
|                                        90th percentile latency |   node-stats |     1.86335     |     ms |
|                                        99th percentile latency |   node-stats |     2.22268     |     ms |
|                                      99.9th percentile latency |   node-stats |     3.33492     |     ms |
|                                       100th percentile latency |   node-stats |     4.69596     |     ms |
|                                   50th percentile service time |   node-stats |     1.77075     |     ms |
|                                   90th percentile service time |   node-stats |     1.86335     |     ms |
|                                   99th percentile service time |   node-stats |     2.22268     |     ms |
|                                 99.9th percentile service time |   node-stats |     3.33492     |     ms |
|                                  100th percentile service time |   node-stats |     4.69596     |     ms |
|                                                     error rate |   node-stats |     0           |      % |

=== ES Final Stats ===
health status index    uuid                   pri rep docs.count docs.deleted store.size pri.store.size dataset.size
yellow open   geonames 3No9ReNLT8eJwQnts3r2nw   1   1   42894509            0       10gb           10gb         10gb

{
  "_nodes" : {
    "total" : 1,
    "successful" : 1,
    "failed" : 0
  },
  "cluster_name" : "rally-benchmark",
  "nodes" : {
