===== Elasticsearch Rally Benchmark: c8i-flex.xlarge =====
Timestamp: 2026-01-21T06:14:52+00:00
ES Host: es-server-c8i-flex-xlarge

=== ES Cluster Info ===
{
  "name" : "benchmark-node",
  "cluster_name" : "rally-benchmark",
  "cluster_uuid" : "EYkdBq7WSYiIanTn3JHMGg",
  "version" : {
    "number" : "8.11.0",
    "build_flavor" : "default",
    "build_type" : "docker",
    "build_hash" : "d9ec3fa628c7b0ba3d25692e277ba26814820b20",
    "build_date" : "2023-11-04T10:04:57.184859352Z",
    "build_snapshot" : false,
    "lucene_version" : "9.8.0",
    "minimum_wire_compatibility_version" : "7.17.0",
    "minimum_index_compatibility_version" : "7.0.0"
  },
  "tagline" : "You Know, for Search"
}

=== ES Cluster Health ===
{
  "cluster_name" : "rally-benchmark",
  "status" : "yellow",
  "timed_out" : false,
  "number_of_nodes" : 1,
  "number_of_data_nodes" : 1,
  "active_primary_shards" : 1,
  "active_shards" : 1,
  "relocating_shards" : 0,
  "initializing_shards" : 0,
  "unassigned_shards" : 1,
  "delayed_unassigned_shards" : 0,
  "number_of_pending_tasks" : 0,
  "number_of_in_flight_fetch" : 0,
  "task_max_waiting_in_queue_millis" : 0,
  "active_shards_percent_as_number" : 50.0
}

=== Running Rally Benchmark ===
Track: geonames


    ____        ____
   / __ \____ _/ / /_  __
  / /_/ / __ `/ / / / / /
 / _, _/ /_/ / / / /_/ /
/_/ |_|\__,_/_/_/\__, /
                /____/

[INFO] Race id is [37433f50-3222-4f15-9bbd-66ea704edb94]

---------------------------------
[INFO] SUCCESS (took 364 seconds)
---------------------------------

=== Rally Results ===
Duration: 364.837459207s

|                                                         Metric |         Task |           Value |   Unit |
|---------------------------------------------------------------:|-------------:|----------------:|-------:|
|                     Cumulative indexing time of primary shards |              |    46.8739      |    min |
|             Min cumulative indexing time across primary shards |              |    46.8739      |    min |
|          Median cumulative indexing time across primary shards |              |    46.8739      |    min |
|             Max cumulative indexing time across primary shards |              |    46.8739      |    min |
|            Cumulative indexing throttle time of primary shards |              |     0           |    min |
|    Min cumulative indexing throttle time across primary shards |              |     0           |    min |
| Median cumulative indexing throttle time across primary shards |              |     0           |    min |
|    Max cumulative indexing throttle time across primary shards |              |     0           |    min |
|                        Cumulative merge time of primary shards |              |    23.3423      |    min |
|                       Cumulative merge count of primary shards |              |    42           |        |
|                Min cumulative merge time across primary shards |              |    23.3423      |    min |
|             Median cumulative merge time across primary shards |              |    23.3423      |    min |
|                Max cumulative merge time across primary shards |              |    23.3423      |    min |
|               Cumulative merge throttle time of primary shards |              |     2.49755     |    min |
|       Min cumulative merge throttle time across primary shards |              |     2.49755     |    min |
|    Median cumulative merge throttle time across primary shards |              |     2.49755     |    min |
|       Max cumulative merge throttle time across primary shards |              |     2.49755     |    min |
|                      Cumulative refresh time of primary shards |              |     3.0286      |    min |
|                     Cumulative refresh count of primary shards |              |    71           |        |
|              Min cumulative refresh time across primary shards |              |     3.0286      |    min |
|           Median cumulative refresh time across primary shards |              |     3.0286      |    min |
|              Max cumulative refresh time across primary shards |              |     3.0286      |    min |
|                        Cumulative flush time of primary shards |              |     8.93092     |    min |
|                       Cumulative flush count of primary shards |              |    45           |        |
|                Min cumulative flush time across primary shards |              |     8.93092     |    min |
|             Median cumulative flush time across primary shards |              |     8.93092     |    min |
|                Max cumulative flush time across primary shards |              |     8.93092     |    min |
|                                        Total Young Gen GC time |              |     2.694       |      s |
|                                       Total Young Gen GC count |              |   165           |        |
|                                          Total Old Gen GC time |              |     0           |      s |
|                                         Total Old Gen GC count |              |     0           |        |
|                                                   Dataset size |              |    15.041       |     GB |
|                                                     Store size |              |    15.041       |     GB |
|                                                  Translog size |              |     5.12227e-08 |     GB |
|                                         Heap used for segments |              |     0           |     MB |
|                                       Heap used for doc values |              |     0           |     MB |
|                                            Heap used for terms |              |     0           |     MB |
|                                            Heap used for norms |              |     0           |     MB |
|                                           Heap used for points |              |     0           |     MB |
|                                    Heap used for stored fields |              |     0           |     MB |
|                                                  Segment count |              |    55           |        |
|                                    Total Ingest Pipeline count |              |     0           |        |
|                                     Total Ingest Pipeline time |              |     0           |      s |
|                                   Total Ingest Pipeline failed |              |     0           |        |
|                                                 Min Throughput | index-append | 60769.3         | docs/s |
|                                                Mean Throughput | index-append | 65513.4         | docs/s |
|                                              Median Throughput | index-append | 65419.1         | docs/s |
|                                                 Max Throughput | index-append | 68432.1         | docs/s |
|                                        50th percentile latency | index-append |   533.405       |     ms |
|                                        90th percentile latency | index-append |   875.042       |     ms |
|                                        99th percentile latency | index-append |  3405.98        |     ms |
|                                      99.9th percentile latency | index-append |  8818.31        |     ms |
|                                       100th percentile latency | index-append |  9993.66        |     ms |
|                                   50th percentile service time | index-append |   533.405       |     ms |
|                                   90th percentile service time | index-append |   875.042       |     ms |
|                                   99th percentile service time | index-append |  3405.98        |     ms |
|                                 99.9th percentile service time | index-append |  8818.31        |     ms |
|                                  100th percentile service time | index-append |  9993.66        |     ms |
|                                                     error rate | index-append |     0           |      % |
|                                                 Min Throughput |  index-stats |    90.01        |  ops/s |
|                                                Mean Throughput |  index-stats |    90.02        |  ops/s |
|                                              Median Throughput |  index-stats |    90.02        |  ops/s |
|                                                 Max Throughput |  index-stats |    90.03        |  ops/s |
|                                        50th percentile latency |  index-stats |     2.61704     |     ms |
|                                        90th percentile latency |  index-stats |     3.43085     |     ms |
|                                        99th percentile latency |  index-stats |     3.96067     |     ms |
|                                      99.9th percentile latency |  index-stats |     5.44887     |     ms |
|                                       100th percentile latency |  index-stats |     6.50345     |     ms |
|                                   50th percentile service time |  index-stats |     1.41649     |     ms |
|                                   90th percentile service time |  index-stats |     1.73756     |     ms |
|                                   99th percentile service time |  index-stats |     1.99314     |     ms |
|                                 99.9th percentile service time |  index-stats |     3.99818     |     ms |
