===== Elasticsearch Rally Benchmark: m6i.xlarge =====
Timestamp: 2026-01-21T06:07:39+00:00
ES Host: es-server-m6i-xlarge

=== ES Cluster Info ===
{
  "name" : "benchmark-node",
  "cluster_name" : "rally-benchmark",
  "cluster_uuid" : "TH7HboLdT9SjinKqrhxFlw",
  "version" : {
    "number" : "8.11.0",
    "build_flavor" : "default",
    "build_type" : "docker",
    "build_hash" : "d9ec3fa628c7b0ba3d25692e277ba26814820b20",
    "build_date" : "2023-11-04T10:04:57.184859352Z",
    "build_snapshot" : false,
    "lucene_version" : "9.8.0",
    "minimum_wire_compatibility_version" : "7.17.0",
    "minimum_index_compatibility_version" : "7.0.0"
  },
  "tagline" : "You Know, for Search"
}

=== ES Cluster Health ===
{
  "cluster_name" : "rally-benchmark",
  "status" : "yellow",
  "timed_out" : false,
  "number_of_nodes" : 1,
  "number_of_data_nodes" : 1,
  "active_primary_shards" : 1,
  "active_shards" : 1,
  "relocating_shards" : 0,
  "initializing_shards" : 0,
  "unassigned_shards" : 1,
  "delayed_unassigned_shards" : 0,
  "number_of_pending_tasks" : 0,
  "number_of_in_flight_fetch" : 0,
  "task_max_waiting_in_queue_millis" : 0,
  "active_shards_percent_as_number" : 50.0
}

=== Running Rally Benchmark ===
Track: geonames


    ____        ____
   / __ \____ _/ / /_  __
  / /_/ / __ `/ / / / / /
 / _, _/ /_/ / / / /_/ /
/_/ |_|\__,_/_/_/\__, /
                /____/

[INFO] Race id is [b07aab4e-1030-47f0-a1a5-f3ad78407c22]

---------------------------------
[INFO] SUCCESS (took 422 seconds)
---------------------------------

=== Rally Results ===
Duration: 422.782700237s

|                                                         Metric |         Task |           Value |   Unit |
|---------------------------------------------------------------:|-------------:|----------------:|-------:|
|                     Cumulative indexing time of primary shards |              |    54.0714      |    min |
|             Min cumulative indexing time across primary shards |              |    54.0714      |    min |
|          Median cumulative indexing time across primary shards |              |    54.0714      |    min |
|             Max cumulative indexing time across primary shards |              |    54.0714      |    min |
|            Cumulative indexing throttle time of primary shards |              |     0           |    min |
|    Min cumulative indexing throttle time across primary shards |              |     0           |    min |
| Median cumulative indexing throttle time across primary shards |              |     0           |    min |
|    Max cumulative indexing throttle time across primary shards |              |     0           |    min |
|                        Cumulative merge time of primary shards |              |    28.3123      |    min |
|                       Cumulative merge count of primary shards |              |    37           |        |
|                Min cumulative merge time across primary shards |              |    28.3123      |    min |
|             Median cumulative merge time across primary shards |              |    28.3123      |    min |
|                Max cumulative merge time across primary shards |              |    28.3123      |    min |
|               Cumulative merge throttle time of primary shards |              |     8.73053     |    min |
|       Min cumulative merge throttle time across primary shards |              |     8.73053     |    min |
|    Median cumulative merge throttle time across primary shards |              |     8.73053     |    min |
|       Max cumulative merge throttle time across primary shards |              |     8.73053     |    min |
|                      Cumulative refresh time of primary shards |              |     2.83228     |    min |
|                     Cumulative refresh count of primary shards |              |    61           |        |
|              Min cumulative refresh time across primary shards |              |     2.83228     |    min |
|           Median cumulative refresh time across primary shards |              |     2.83228     |    min |
|              Max cumulative refresh time across primary shards |              |     2.83228     |    min |
|                        Cumulative flush time of primary shards |              |     9.02525     |    min |
|                       Cumulative flush count of primary shards |              |    39           |        |
|                Min cumulative flush time across primary shards |              |     9.02525     |    min |
|             Median cumulative flush time across primary shards |              |     9.02525     |    min |
|                Max cumulative flush time across primary shards |              |     9.02525     |    min |
|                                        Total Young Gen GC time |              |     3.078       |      s |
|                                       Total Young Gen GC count |              |   169           |        |
|                                          Total Old Gen GC time |              |     0           |      s |
|                                         Total Old Gen GC count |              |     0           |        |
|                                                   Dataset size |              |    10.5928      |     GB |
|                                                     Store size |              |    10.5928      |     GB |
|                                                  Translog size |              |     5.12227e-08 |     GB |
|                                         Heap used for segments |              |     0           |     MB |
|                                       Heap used for doc values |              |     0           |     MB |
|                                            Heap used for terms |              |     0           |     MB |
